ticker,etf,holdings_date,name_x,sector,asset_class,market_value,weight,notional_value,shares,cusip,isin,sedol,price,location,exchange,currency,fx_rate,maturity,name_y,employer_url
CENT,IWV,2016-06-30,CENTRAL GARDEN & PET CO.,Consumer Staples,Equity,62805.33,1.04e-05,62805.33,2751.0,153527106,US1535271068,2183868,22.83,United States,NASDAQ,USD,1.0,-,,
MNOV,IWV,2016-06-30,MEDICINOVA INC.,Health Care,Equity,60920.95,1.01e-05,60920.95,8069.0,58468P206,US58468P2065,B1L2QM5,7.55,United States,NASDAQ,USD,1.0,-,,
FMNB,IWV,2016-06-30,FARMERS NATIONAL BANC CORP.,Financials,Equity,59435.2,9.8e-06,59435.2,6754.0,309627107,US3096271073,B019BK2,8.8,United States,NASDAQ,USD,1.0,-,,
CMRE,IWV,2016-06-30,COSTAMARE INC,Industrials,Equity,55154.97,9.1e-06,55154.97,7191.0,-,MHY1771G1026,B566T98,7.67,Greece,New York Stock Exchange Inc.,USD,1.0,-,,
AVXL,IWV,2016-06-30,ANAVEX LIFE SCIENCES CORP,Health Care,Equity,54207.92,9e-06,54207.92,8872.0,032797300,US0327973006,BYTYP72,6.11,United States,NASDAQ,USD,1.0,-,,
CARO,IWV,2016-06-30,CAROLINA FINANCIAL CORP,Financials,Equity,51967.76,8.599999999999999e-06,51967.76,2782.0,143873107,US1438731077,BCF0W13,18.68,United States,NASDAQ,USD,1.0,-,,
STS,IWV,2016-06-30,SUPREME INDUSTRIES INC CLASS A,Industrials,Equity,48292.5,8e-06,48292.5,3525.0,868607102,US8686071023,2325819,13.7,United States,Nyse Mkt Llc,USD,1.0,-,,
NIHD,IWV,2016-06-30,NII HOLDINGS INC,Telecommunications,Equity,46265.82,7.699999999999999e-06,46265.82,14549.0,62913F508,US62913F5089,BYR4L43,3.18,United States,NASDAQ,USD,1.0,-,,
SILC,IWV,2016-06-30,SILICOM LTD,Information Technology,Equity,45657.3,7.6e-06,45657.3,1527.0,M84116108,IL0010826928,2525426,29.9,Israel,NASDAQ,USD,1.0,-,,
NERV,IWV,2016-06-30,MINERVA NEUROSCIENCES INC,Health Care,Equity,44372.66,7.299999999999999e-06,44372.66,4346.0,603380106,US6033801068,BNB7PK5,10.21,United States,NASDAQ,USD,1.0,-,,
AVNU,IWV,2016-06-30,AVENUE FINANCIAL HOLDINGS INC,Financials,Equity,44350.05,7.299999999999999e-06,44350.05,2257.0,05358K102,US05358K1025,BVVCNZ7,19.65,United States,NASDAQ,USD,1.0,-,,
ACNB,IWV,2016-06-30,ACNB CORP.,Financials,Equity,40653.09,6.7e-06,40653.09,1619.0,000868109,US0008681092,2412012,25.11,United States,NASDAQ,USD,1.0,-,,
TPHS,IWV,2016-06-30,TRINITY PLACE HOLDINGS INC,Financials,Equity,40472.47,6.7e-06,40472.47,5263.0,89656D101,US89656D1019,B8946X3,7.69,United States,Nyse Mkt Llc,USD,1.0,-,,
SIFI,IWV,2016-06-30,SI FINANCIAL GROUP INC.,Financials,Equity,40037.76,6.6e-06,40037.76,3024.0,78425V104,US78425V1044,B43N9T5,13.24,United States,NASDAQ,USD,1.0,-,,
LIND,IWV,2016-06-30,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Equity,38520.0,6.4000000000000006e-06,38520.0,4000.0,535219109,US5352191093,BYMBW46,9.63,United States,NASDAQ,USD,1.0,-,,
FNWB,IWV,2016-06-30,FIRST NORTHWEST BAN,Financials,Equity,38398.36,6.4000000000000006e-06,38398.36,3014.0,335834107,US3358341077,BVSSGV5,12.74,United States,NASDAQ,USD,1.0,-,,
SYN,IWV,2016-06-30,SYNTHETIC BIOLOGICS INC,Health Care,Equity,37018.8,6.1e-06,37018.8,20566.0,87164U102,US87164U1025,B7MTL33,1.8,United States,Nyse Mkt Llc,USD,1.0,-,,
LSBG,IWV,2016-06-30,LAKE SUNAPEE BANK GROUP ORD,Financials,Equity,36427.19,5.999999999999999e-06,36427.19,2129.0,510866106,US5108661068,BY9C9G3,17.11,United States,NASDAQ,USD,1.0,-,,
FPI,IWV,2016-06-30,FARMLAND PARTNERS INC,Financials,Equity,35816.48,5.9e-06,35816.48,3164.0,31154R109,US31154R1095,BKZH191,11.32,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AVGR,IWV,2016-06-30,AVINGER INC,Health Care,Equity,35420.17,5.9e-06,35420.17,2969.0,053734109,US0537341093,BVGCLF8,11.93,United States,NASDAQ,USD,1.0,-,,
ITEK,IWV,2016-06-30,INOTEK PHARMACEUTICALS CORP,Health Care,Equity,35287.92,5.8e-06,35287.92,4743.0,45780V102,US45780V1026,BVJXZT0,7.44,United States,NASDAQ,USD,1.0,-,,
AQMS,IWV,2016-06-30,AQUA METALS INC,Industrials,Equity,34365.57,5.7e-06,34365.57,2921.0,03837J101,US03837J1016,BYX05K9,11.77,United States,NASDAQ,USD,1.0,-,,
FCFP,IWV,2016-06-30,FIRST COMMUNITY FINANCIAL PARTNERS,Financials,Equity,32498.4,5.4e-06,32498.4,3693.0,31985Q106,US31985Q1067,B128QV1,8.8,United States,NASDAQ,USD,1.0,-,,
CDXC,IWV,2016-06-30,CHROMADEX CORP,Health Care,Equity,32200.92,5.3e-06,32200.92,7778.0,171077407,US1710774076,BD0SJ96,4.14,United States,NASDAQ,USD,1.0,-,,
STRS,IWV,2016-06-30,STRATUS PROPERTIES INC.,Financials,Equity,31672.43,5.199999999999999e-06,31672.43,1691.0,863167201,US8631672016,2761424,18.73,United States,NASDAQ,USD,1.0,-,,
BCRH,IWV,2016-06-30,BLUE CAPITAL REINSURANCE HOLDINGS,Financials,Equity,29708.55,4.9e-06,29708.55,1605.0,-,BMG1190F1077,BG49KR1,18.51,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TTNP,IWV,2016-06-30,TITAN PHARMACEUTICALS INC,Health Care,Equity,27962.64,4.6e-06,27962.64,5112.0,888314309,US8883143096,BYV3469,5.47,United States,NASDAQ,USD,1.0,-,,
ICBK,IWV,2016-06-30,COUNTY BANCORP INC,Financials,Equity,26950.34,4.5e-06,26950.34,1307.0,221907108,US2219071089,BVB39D0,20.62,United States,NASDAQ,USD,1.0,-,,
HNNA,IWV,2016-06-30,HENNESSY ADVISORS INC,Financials,Equity,26240.48,4.3e-06,26240.48,784.0,425885100,US4258851009,2965033,33.47,United States,NASDAQ,USD,1.0,-,,
ALJJ,IWV,2016-06-30,ALJ REGIONAL INC,Information Technology,Equity,25150.0,4.2e-06,25150.0,5030.0,001627108,US0016271084,2635132,5.0,United States,NASDAQ,USD,1.0,-,,
FBIO,IWV,2016-06-30,FORTRESS BIOTECH INC,Health Care,Equity,24914.78,4.1e-06,24914.78,9262.0,34960Q109,US34960Q1094,BWT3FG4,2.69,United States,NASDAQ,USD,1.0,-,,
UFAB,IWV,2016-06-30,UNIQUE FABRICATING INC,Consumer Discretionary,Equity,23994.88,4e-06,23994.88,1792.0,90915J103,US90915J1034,BYR5997,13.39,United States,Nyse Mkt Llc,USD,1.0,-,,
AXSM,IWV,2016-06-30,AXSOME THERAPEUTICS INC,Health Care,Equity,22778.34,3.8e-06,22778.34,3021.0,05464T104,US05464T1043,BYZR4X4,7.54,United States,NASDAQ,USD,1.0,-,,
MSBI,IWV,2016-06-30,MIDLAND STATES BANCORP INC,Financials,Equity,21690.0,3.6000000000000003e-06,21690.0,1000.0,597742105,US5977421057,B6VRG58,21.69,United States,NASDAQ,USD,1.0,-,,
GLYC,IWV,2016-06-30,GLYCOMIMETICS INC,Health Care,Equity,20232.41,3.3e-06,20232.41,2783.0,38000Q102,US38000Q1022,BG3G1D6,7.27,United States,NASDAQ,USD,1.0,-,,
EIGR,IWV,2016-06-30,EIGER BIOPHARMACEUTICALS INC,Health Care,Equity,18650.62,3.1e-06,18650.62,941.0,28249U105,US28249U1051,BDC6XM9,19.82,United States,NASDAQ,USD,1.0,-,,
PVBC,IWV,2016-06-30,PROVIDENT BANCORP ORD,Financials,Equity,18488.58,3.1e-06,18488.58,1199.0,74383X109,US74383X1090,BYPZMR8,15.42,United States,NASDAQ,USD,1.0,-,,
CRVS,IWV,2016-06-30,CORVUS PHARMACEUTICALS INC,Health Care,Equity,12876.78,2.1e-06,12876.78,903.0,221015100,US2210151005,BYP80F1,14.26,United States,NASDAQ,USD,1.0,-,,
SNDX,IWV,2016-06-30,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,12617.85,2.1e-06,12617.85,1281.0,87164F105,US87164F1057,BN7Q7R7,9.85,United States,NASDAQ,USD,1.0,-,,
WINS,IWV,2016-06-30,WINS FINANCE HOLDINGS INC,Financials,Equity,5936.5,1e-06,5936.5,383.0,-,KYG972231040,BYRLCB8,15.5,United States,NASDAQ,USD,1.0,-,,
GRIF,IWV,2016-06-30,GRIFFIN INDUSTRIAL REALTY INC,Financials,Equity,5915.45,1e-06,5915.45,193.0,398231100,US3982311009,2023931,30.65,United States,NASDAQ,USD,1.0,-,,
AMIC,IWV,2016-06-30,AMERICAN INDEPENDENCE CORP,Financials,Equity,3973.86,7e-07,3973.86,162.0,026760405,US0267604058,2366465,24.53,United States,NASDAQ,USD,1.0,-,,
XL,IWV,2016-07-29,XL GROUP LTD,Financials,Equity,2639635.48,0.0004245,2639635.48,76268.0,-,BMG982941046,BD95VZ8,34.61,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TRTN,IWV,2016-07-29,TRITON INTERNATIONAL LTD,Industrials,Equity,148020.64,2.3800000000000003e-05,148020.64,8816.0,-,BMG9078F1077,BDBBB21,16.79,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CHUBK,IWV,2016-07-29,COMMERCEHUB SERIES C INC,Information Technology,Equity,101920.0,1.64e-05,101920.0,7280.0,20084V306,US20084V3069,BZ76T20,14.0,United States,NASDAQ,USD,1.0,-,,
CHUBA,IWV,2016-07-29,COMMERCEHUB SERIES A INC,Information Technology,Equity,51324.0,8.3e-06,51324.0,3640.0,20084V108,US20084V1089,BD3V776,14.1,United States,NASDAQ,USD,1.0,-,,
LSBG,IWV,2016-07-29,LAKE SUNAPEE BANK GROUP,Financials,Equity,39074.36,6.300000000000001e-06,39074.36,2119.0,510866106,US5108661068,BY9C9G3,18.44,United States,NASDAQ,USD,1.0,-,,
PVBC,IWV,2016-07-29,PROVIDENT BANCORP,Financials,Equity,19020.42,3.1e-06,19020.42,1194.0,74383X109,US74383X1090,BYPZMR8,15.93,United States,NASDAQ,USD,1.0,-,,
CHCT,IWV,2016-08-31,COMMUNITY HEALTHCARE TRUST INC TRU,Financials,Equity,78052.06,1.25e-05,78052.06,3398.0,20369C106,US20369C1062,BXC87C3,22.97,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PARR RT,IWV,2016-08-31,PAR PACIFIC RIGHTS EXP  SEPT INC,Energy,Equity,318.55,1.0000000000000001e-07,318.55,8168.0,69888V111,US69888V1118,BD3VM37,0.04,United States,Nyse Mkt Llc,USD,1.0,-,,
PTHN,IWV,2016-09-30,PATHEON NV,Health Care,Equity,263055.14,4.24e-05,263055.14,8878.0,-,NL0011970280,BYYGK01,29.63,Netherlands,New York Stock Exchange Inc.,USD,1.0,-,,
FNFV,IWV,2016-09-30,FNFV GROUP,Financials,Equity,216478.08,3.49e-05,216478.08,17346.0,31620R402,US31620R4020,BNBRDC3,12.48,United States,New York Stock Exchange Inc.,USD,1.0,-,,
APFH,IWV,2016-09-30,ADVANCEPIERRE FOODS HOLDINGS INC,Consumer Staples,Equity,161226.0,2.6e-05,161226.0,5850.0,00782L107,US00782L1070,BD088R7,27.56,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HONE,IWV,2016-09-30,HARBORONE BANCORP INC,Financials,Equity,62299.28,1e-05,62299.28,3953.0,41165F101,US41165F1012,BD06LP0,15.76,United States,NASDAQ,USD,1.0,-,,
PTGX,IWV,2016-09-30,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,43337.63,7e-06,43337.63,2051.0,74366E102,US74366E1029,BDCBCD8,21.13,United States,NASDAQ,USD,1.0,-,,
GMRE,IWV,2016-09-30,GLOBAL MEDICAL REIT INC,Real Estate,Equity,40035.52,6.5e-06,40035.52,4102.0,37954A204,US37954A2042,BSNMBW7,9.76,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CLSD,IWV,2016-09-30,CLEARSIDE BIOMEDICAL INC,Health Care,Equity,38655.8,6.2e-06,38655.8,2228.0,185063104,US1850631045,BZ6VT37,17.35,United States,NASDAQ,USD,1.0,-,,
NH,IWV,2016-09-30,NANTHEALTH INC,Health Care,Equity,23525.35,3.8e-06,23525.35,1789.0,630104107,US6301041074,BDCPKV4,13.15,United States,NASDAQ,USD,1.0,-,,
KDMN,IWV,2016-09-30,KADMON,Health Care,Equity,16096.62,2.6e-06,16096.62,2193.0,48283N106,US48283N1063,BD0R7M2,7.34,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PBNC,IWV,2016-09-30,PARAGON COMMERCIAL CORP,Financials,Equity,8380.68,1.4e-06,8380.68,231.0,69911U403,US69911U4031,BVSTKR2,36.28,United States,NASDAQ,USD,1.0,-,,
VSM,IWV,2016-10-31,VERSUM MATERIALS INC,Information Technology,Equity,612831.9,9.96e-05,612831.9,26997.0,92532W103,US92532W1036,BD37KN1,22.7,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MTGE,IWV,2016-10-31,MORTGAGE INVESTMENT CORP,Financials,Equity,187345.4,3.04e-05,187345.4,10988.0,55378A105,US55378A1051,BZ0BLS2,17.05,United States,NASDAQ,USD,1.0,-,,
ASIX,IWV,2016-10-31,ADVANSIX INC,Materials,Equity,134478.96,2.18e-05,134478.96,8426.0,00773T101,US00773T1016,BYMMZL7,15.96,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MDGN,IWV,2016-10-31,MEDGENICS INC,Health Care,Equity,21444.18,3.5e-06,21444.18,4449.0,58436Q203,US58436Q2030,B5VZQS8,4.82,United States,NASDAQ,USD,1.0,-,,
KDMN,IWV,2016-10-31,KADMON INC,Health Care,Equity,10096.45,1.6e-06,10096.45,2219.0,48283N106,US48283N1063,BD0R7M2,4.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
YUMC,IWV,2016-11-30,YUM CHINA HOLDINGS INC,Consumer Discretionary,Equity,2706662.48,0.000422,2706662.48,96254.0,98850P109,US98850P1093,BYW4289,28.12,China,New York Stock Exchange Inc.,USD,1.0,-,,
LEXEA,IWV,2016-11-30,LIBERTY EXPEDIA HOLDINGS INC SERIE,Consumer Discretionary,Equity,642035.8,0.0001001,642035.8,14605.0,53046P109,US53046P1093,BD8R2H4,43.96,United States,NASDAQ,USD,1.0,-,,
QCP,IWV,2016-11-30,QUALITY CARE PROPERTIES INC,Real Estate,Equity,389565.0,6.07e-05,389565.0,25971.0,747545101,US7475451016,BYNWVQ3,15.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MTGE,IWV,2016-11-30,MTGE INVESTMENT CORP,Financials,Equity,183132.2,2.86e-05,183132.2,10966.0,55378A105,US55378A1051,BZ0BLS2,16.7,United States,NASDAQ,USD,1.0,-,,
-,IWV,2016-11-30,RESTRICTED CONTRA FERROGLOBE UNIT,Materials,Equity,0.16,0.0,0.16,15827.0,-,-,-,0.0,United States,NASDAQ,USD,1.0,-,,
OSTKR,IWV,2016-11-30,OVERSTOCK.COM INC RTS,Consumer Discretionary,Equity,0.0,0.0,0.0,296.0,690992011,-,9992852,0.0,United States,-,USD,1.0,-,,
XOG,IWV,2016-12-30,EXTRACTION OIL GAS INC,Energy,Equity,223265.64,3.14e-05,223265.64,11141.0,30227M105,US30227M1053,BZ0CD34,20.04,United States,NASDAQ,USD,1.0,-,,
GOLF,IWV,2016-12-30,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,133259.31,1.87e-05,133259.31,6761.0,005098108,US0050981085,BD3WG50,19.71,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NTB,IWV,2016-12-30,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,116831.04,1.64e-05,116831.04,3716.0,-,BMG0772R2087,BD8FF02,31.44,Bermuda,New York Stock Exchange Inc.,USD,1.0,-,,
FBK,IWV,2016-12-30,FB FINANCIAL CORP,Financials,Equity,78680.4,1.11e-05,78680.4,3032.0,30257X104,US30257X1046,BYY5Z69,25.95,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WAAS,IWV,2016-12-30,AQUAVENTURE HOLDINGS LTD,Utilities,Equity,77048.73,1.08e-05,77048.73,3141.0,-,VGG0443N1078,BYVZDC4,24.53,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MRT,IWV,2016-12-30,MEDEQUITIES REALTY INC TRUST,Real Estate,Equity,75702.0,1.06e-05,75702.0,6820.0,58409L306,US58409L3069,BD845V0,11.1,United States,New York Stock Exchange Inc.,USD,1.0,-,,
QTNA,IWV,2016-12-30,QUANTENNA COMMUNICATIONS INC,Information Technology,Equity,75384.54,1.06e-05,75384.54,4158.0,74766D100,US74766D1000,BD3WGB6,18.13,United States,NASDAQ,USD,1.0,-,,
INSW,IWV,2016-12-30,INTERNATIONAL SEAWAYS INC,Energy,Equity,49954.32,7e-06,49954.32,3558.0,-,MHY410531021,BYX60M4,14.04,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RARX,IWV,2016-12-30,RA PHARMACEUTICALS INC,Health Care,Equity,37397.78,5.3e-06,37397.78,2462.0,74933V108,US74933V1089,BD3WM85,15.19,United States,NASDAQ,USD,1.0,-,,
GNMX,IWV,2016-12-30,AEVI GENOMIC MEDICINE INC,Health Care,Equity,24910.62,3.5e-06,24910.62,4809.0,00835P105,US00835P1057,BZ09XT1,5.18,United States,NASDAQ,USD,1.0,-,,
TRHC,IWV,2016-12-30,TABULA RASA HEALTHCARE INC,Health Care,Equity,22455.02,3.2000000000000003e-06,22455.02,1499.0,873379101,US8733791011,BYQBFS7,14.98,United States,NASDAQ,USD,1.0,-,,
CSTR,IWV,2016-12-30,CAPSTAR FINANCIAL HOLDINGS INC,Financials,Equity,19917.72,2.8e-06,19917.72,907.0,14070T102,US14070T1025,BYYBSJ1,21.96,United States,NASDAQ,USD,1.0,-,,
FLGT,IWV,2016-12-30,FULGENT GENETICS INC,Health Care,Equity,13467.48,1.9e-06,13467.48,1164.0,359664109,US3596641098,BYQBFQ5,11.57,United States,NASDAQ,USD,1.0,-,,
OBLN,IWV,2016-12-30,OBALON THERAPEUTICS INC,Health Care,Equity,12797.1,1.8e-06,12797.1,1446.0,67424L100,US67424L1008,BDBBW95,8.85,United States,NASDAQ,USD,1.0,-,,
GGP,IWV,2017-07-31,GGP INC,Real Estate,Equity,4266823.54,0.0005443,4266823.54,188714.0,36174X101,US36174X1019,BYMYV82,22.61,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BIVV,IWV,2017-07-31,BIOVERATIV INC,Health Care,Equity,2067133.29,0.0002637,2067133.29,33357.0,09075E100,US09075E1001,BDTYZ53,61.97,United States,NASDAQ,USD,1.0,-,,
GPT,IWV,2017-07-31,GRAMERCY PROPERTY REIT TRUST,Real Estate,Equity,1394894.76,0.000178,1394894.76,46158.0,385002308,US3850023082,BZ6F133,30.22,United States,New York Stock Exchange Inc.,USD,1.0,-,,
EDR,IWV,2017-07-31,EDUCATION REALTY TRUST REIT INC TR,Real Estate,Equity,834210.8,0.0001064,834210.8,22216.0,28140H203,US28140H2031,BSR6J09,37.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
UPL,IWV,2017-07-31,ULTRA PETROLEUM CORP,Energy,Equity,610752.66,7.79e-05,610752.66,59354.0,903914208,CA9039142083,BZ0VZQ8,10.29,United States,NASDAQ,USD,1.0,-,,
CDEV,IWV,2017-07-31,CENTENNIAL RESOURCE DEVELOPMENT IN,Energy,Equity,568506.4,7.25e-05,568506.4,33880.0,15136A102,US15136A1025,BYM4Z79,16.78,United States,NASDAQ,USD,1.0,-,,
SRCI,IWV,2017-07-31,SRC ENERGY INC,Energy,Equity,559183.59,7.13e-05,559183.59,65709.0,78470V108,US78470V1089,BD8ZX20,8.51,United States,Nyse Mkt Llc,USD,1.0,-,,
ARCH,IWV,2017-07-31,ARCH COAL INC CLASS A,Energy,Equity,507158.69,6.47e-05,507158.69,6667.0,039380407,US0393804077,BYYHNV6,76.07,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CHSP,IWV,2017-07-31,CHESAPEAKE LODGING TRUST REIT TRUS,Real Estate,Equity,454695.06,5.8e-05,454695.06,18022.0,165240102,US1652401027,B4TC8L1,25.23,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GNL,IWV,2017-07-31,GLOBAL NET LEASE INC,Real Estate,Equity,444576.0,5.67e-05,444576.0,20208.0,379378201,US3793782018,BZCFW78,22.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BTU,IWV,2017-07-31,PEABODY ENERGY CORP,Energy,Equity,419029.76,5.35e-05,419029.76,14944.0,704551100,US7045511000,BDVPZV0,28.04,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GDI,IWV,2017-07-31,GARDNER DENVER HOLDINGS INC,Industrials,Equity,291362.4,3.72e-05,291362.4,12690.0,36555P107,US36555P1075,BZ4DG90,22.96,United States,New York Stock Exchange Inc.,USD,1.0,-,,
REN,IWV,2017-07-31,RESOLUTE ENERGY CORP,Energy,Equity,224203.92,2.86e-05,224203.92,6602.0,76116A306,US76116A3068,BD047X4,33.96,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MTGE,IWV,2017-07-31,MTGE INVESTMENT REIT CORP,Financials,Equity,223404.6,2.85e-05,223404.6,12011.0,55378A105,US55378A1051,BZ0BLS2,18.6,United States,NASDAQ,USD,1.0,-,,
BCEI,IWV,2017-07-31,BONANZA CREEK ENERGY INC,Energy,Equity,179467.2,2.29e-05,179467.2,6180.0,097793400,US0977934001,BYXGJD8,29.04,United States,New York Stock Exchange Inc.,USD,1.0,-,,
KLDX,IWV,2017-07-31,KLONDEX MINES LTD,Materials,Equity,170684.14,2.18e-05,170684.14,53506.0,498696103,CA4986961031,B3BHVZ2,3.19,Canada,Nyse Mkt Llc,USD,1.0,-,,
QCRH,IWV,2017-07-31,QCR HOLDINGS INC,Financials,Equity,155816.45,1.99e-05,155816.45,3391.0,74727A104,US74727A1043,2714257,45.95,United States,NASDAQ,USD,1.0,-,,
JAG,IWV,2017-07-31,JAGGED PEAK ENERGY INC,Energy,Equity,136360.8,1.74e-05,136360.8,9630.0,47009K107,US47009K1079,BDRW1M8,14.16,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SBBP,IWV,2017-07-31,STRONGBRIDGE BIOPHARMA,Health Care,Equity,129418.05,1.65e-05,129418.05,16279.0,-,IE00BYZ5XL97,BYZ5XL9,7.95,United States,NASDAQ,USD,1.0,-,,
ARD,IWV,2017-07-31,ARDAGH GROUP SA CLASS A,Materials,Equity,127100.16,1.62e-05,127100.16,5664.0,-,LU1565283667,BYXR9D1,22.44,Luxembourg,New York Stock Exchange Inc.,USD,1.0,-,,
MGEN,IWV,2017-07-31,MIRAGEN THERAPEUTICS INC,Health Care,Equity,126690.48,1.62e-05,126690.48,9261.0,60463E103,US60463E1038,BD3DWJ9,13.68,United States,NASDAQ,USD,1.0,-,,
SN,IWV,2017-07-31,SANCHEZ ENERGY CORP,Energy,Equity,109827.72,1.4e-05,109827.72,19473.0,79970Y105,US79970Y1055,B73D510,5.64,United States,New York Stock Exchange Inc.,USD,1.0,-,,
KURA,IWV,2017-07-31,KURA ONCOLOGY INC,Health Care,Equity,98617.85,1.26e-05,98617.85,10897.0,50127T109,US50127T1097,BYZD465,9.05,United States,NASDAQ,USD,1.0,-,,
PCSB,IWV,2017-07-31,PCSB FINANCIAL CORP,Financials,Equity,95439.36,1.22e-05,95439.36,5504.0,69324R104,US69324R1041,BF20LN2,17.34,United States,NASDAQ,USD,1.0,-,,
SLP,IWV,2017-07-31,SIMULATIONS PLUS INC,Health Care,Equity,95030.8,1.21e-05,95030.8,6421.0,829214105,US8292141053,2122560,14.8,United States,NASDAQ,USD,1.0,-,,
SOI,IWV,2017-07-31,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Equity,92576.7,1.18e-05,92576.7,7094.0,83418M103,US83418M1036,BD93QN5,13.05,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GNK,IWV,2017-07-31,GENCO SHIPPING AND TRADING LTD,Industrials,Equity,92067.92,1.17e-05,92067.92,9044.0,-,MHY2685T1313,BD08758,10.18,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DSKE,IWV,2017-07-31,DASEKE INC,Industrials,Equity,91693.18,1.17e-05,91693.18,7522.0,23753F107,US23753F1075,BF00KC6,12.19,United States,NASDAQ,USD,1.0,-,,
PHX,IWV,2017-07-31,PANHANDLE OIL AND GAS INC CLASS A,Energy,Equity,88792.0,1.13e-05,88792.0,4036.0,698477106,US6984771062,2416382,22.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PIRS,IWV,2017-07-31,PIERIS PHARMACEUTICALS INC,Health Care,Equity,88566.4,1.13e-05,88566.4,17032.0,720795103,US7207951036,BTJRTY1,5.2,United States,NASDAQ,USD,1.0,-,,
TIPT,IWV,2017-07-31,TIPTREE INC CLASS A,Financials,Equity,88282.8,1.13e-05,88282.8,12888.0,88822Q103,US88822Q1031,BC30V41,6.85,United States,NASDAQ,USD,1.0,-,,
CNAT,IWV,2017-07-31,CONATUS PHARMACEUTICALS INC,Health Care,Equity,83679.96,1.07e-05,83679.96,15132.0,20600T108,US20600T1088,BC9SJX4,5.53,United States,NASDAQ,USD,1.0,-,,
VBIV,IWV,2017-07-31,VBI VACCINES INC,Health Care,Equity,83270.88,1.06e-05,83270.88,18024.0,91822J103,CA91822J1030,BYVFL64,4.62,Canada,NASDAQ,USD,1.0,-,,
KINS,IWV,2017-07-31,KINGSTONE COMPANIES INC,Financials,Equity,81790.5,1.04e-05,81790.5,4957.0,496719105,US4967191051,B02NVQ9,16.5,United States,NASDAQ,USD,1.0,-,,
CUBN,IWV,2017-07-31,COMMERCE UNION BANCSHARES INC,Financials,Equity,81502.72,1.04e-05,81502.72,3328.0,200828101,US2008281014,B8BPRS6,24.49,United States,NASDAQ,USD,1.0,-,,
ESXB,IWV,2017-07-31,COMMUNITY BANKERS CORP TRUST,Financials,Equity,81098.0,1.03e-05,81098.0,9430.0,203612106,US2036121067,B1CWK77,8.6,United States,NASDAQ,USD,1.0,-,,
SBCP,IWV,2017-07-31,SUNSHINE BANCORP INC,Financials,Equity,80569.1,1.03e-05,80569.1,3526.0,86777J108,US86777J1088,BP4WVZ8,22.85,United States,NASDAQ,USD,1.0,-,,
CHMI,IWV,2017-07-31,CHERRY HILL MORTGAGE INVESTMENT RE,Financials,Equity,80060.68,1.02e-05,80060.68,4172.0,164651101,US1646511014,BF8H8T2,19.19,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WRD,IWV,2017-07-31,WILDHORSE RESOURCE DEVELOPMENT COR,Energy,Equity,79848.8,1.02e-05,79848.8,6040.0,96812T102,US96812T1025,BD09869,13.22,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CADE,IWV,2017-07-31,CADENCE BANCORPORATION CLASS A,Financials,Equity,79780.12,1.02e-05,79780.12,3493.0,12739A100,US12739A1007,BYWVH74,22.84,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FGBI,IWV,2017-07-31,FIRST GUARANTY BANCSHARES INC,Financials,Equity,79313.23,1.01e-05,79313.23,2917.0,32043P106,US32043P1066,B7GMCG8,27.19,United States,NASDAQ,USD,1.0,-,,
PSDO,IWV,2017-07-31,PRESIDIO INC,Information Technology,Equity,78767.77,1e-05,78767.77,5779.0,74102M103,US74102M1036,BDZTVC1,13.63,United States,NASDAQ,USD,1.0,-,,
